question,doc_id,unit_id,publish_date,effective_date,answer,id,domain,created_at,doc_type,source,region,role,status
变更备案后多久要完成工商变更并上报？,地方金融组织_新疆维吾尔自治区地方金融管理局,第十条,,,第十条经地方金融管理机构准予变更（备案）的事项，应 自准予变更（备案）之日起30个工作日内完成有关法定变更手 续，并依辖报自治区地方金融管理局或兵团地方金融管理局备 案。 第三章经营与风险管理 第十一条小额贷款公司发行资产证券化产品的应符合《小 额贷款公司监督管理暂行办法》（金规〔2024]26号）要求，还 应当具备监管评级连续2年为A级；不良贷款率控制在5%以内 的条件。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_26_2,policy,2025-12-31T15:20:22.514626,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
小贷公司发ABS监管评级要连续几年A级？,地方金融组织_新疆维吾尔自治区地方金融管理局,第十一条,,,第十条经地方金融管理机构准予变更（备案）的事项，应 自准予变更（备案）之日起30个工作日内完成有关法定变更手 续，并依辖报自治区地方金融管理局或兵团地方金融管理局备 案。 第三章经营与风险管理 第十一条小额贷款公司发行资产证券化产品的应符合《小 额贷款公司监督管理暂行办法》（金规〔2024]26号）要求，还 应当具备监管评级连续2年为A级；不良贷款率控制在5%以内 的条件。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_26_3,policy,2025-12-31T15:20:22.514626,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
新疆小贷公司变更备案后需向哪个部门报备？,地方金融组织_新疆维吾尔自治区地方金融管理局,第十条,,,第十条经地方金融管理机构准予变更（备案）的事项，应 自准予变更（备案）之日起30个工作日内完成有关法定变更手 续，并依辖报自治区地方金融管理局或兵团地方金融管理局备 案。 第三章经营与风险管理 第十一条小额贷款公司发行资产证券化产品的应符合《小 额贷款公司监督管理暂行办法》（金规〔2024]26号）要求，还 应当具备监管评级连续2年为A级；不良贷款率控制在5%以内 的条件。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_26_4,policy,2025-12-31T15:20:22.514626,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
新疆小贷公司跨地州经营需要什么条件？,地方金融组织_新疆维吾尔自治区地方金融管理局,第十二条,2023-06-15,2023-07-01,第十二条以借款人银行账户、企业登记、主要生产经营活 动区域等为界定依据，小额贷款公司必须在批准的区域范围内开 展业务，未经自治区地方金融管理局或兵团地方金融管理局批准 不得跨地州市或师市区域开展业务。依辖经自治区地方金融管理 局或兵团地方金融管理局同意，小额贷款公司监管评价优良，注 册资本金在2亿元以上的，可以在其地州市或师市范围经营；注 册资本金在 3亿元以上的，可以在全自治区或兵团范围经营。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_27_0,policy,2025-12-31T15:20:31.980652,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
注册资本3亿以上小贷公司在新疆能全省展业吗？,地方金融组织_新疆维吾尔自治区地方金融管理局,第十二条,2023-06-15,2023-07-01,第十二条以借款人银行账户、企业登记、主要生产经营活 动区域等为界定依据，小额贷款公司必须在批准的区域范围内开 展业务，未经自治区地方金融管理局或兵团地方金融管理局批准 不得跨地州市或师市区域开展业务。依辖经自治区地方金融管理 局或兵团地方金融管理局同意，小额贷款公司监管评价优良，注 册资本金在2亿元以上的，可以在其地州市或师市范围经营；注 册资本金在 3亿元以上的，可以在全自治区或兵团范围经营。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_27_1,policy,2025-12-31T15:20:31.980652,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
新疆小贷公司地市内经营需要哪些审批？,地方金融组织_新疆维吾尔自治区地方金融管理局,第十二条,2023-06-15,2023-07-01,第十二条以借款人银行账户、企业登记、主要生产经营活 动区域等为界定依据，小额贷款公司必须在批准的区域范围内开 展业务，未经自治区地方金融管理局或兵团地方金融管理局批准 不得跨地州市或师市区域开展业务。依辖经自治区地方金融管理 局或兵团地方金融管理局同意，小额贷款公司监管评价优良，注 册资本金在2亿元以上的，可以在其地州市或师市范围经营；注 册资本金在 3亿元以上的，可以在全自治区或兵团范围经营。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_27_2,policy,2025-12-31T15:20:31.980652,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
新疆小贷公司监管评价优良有什么好处？,地方金融组织_新疆维吾尔自治区地方金融管理局,第十二条,2023-06-15,2023-07-01,第十二条以借款人银行账户、企业登记、主要生产经营活 动区域等为界定依据，小额贷款公司必须在批准的区域范围内开 展业务，未经自治区地方金融管理局或兵团地方金融管理局批准 不得跨地州市或师市区域开展业务。依辖经自治区地方金融管理 局或兵团地方金融管理局同意，小额贷款公司监管评价优良，注 册资本金在2亿元以上的，可以在其地州市或师市范围经营；注 册资本金在 3亿元以上的，可以在全自治区或兵团范围经营。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_27_3,policy,2025-12-31T15:20:31.980652,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
新疆注册资本2亿以上小贷公司能在哪里展业？,地方金融组织_新疆维吾尔自治区地方金融管理局,第十二条,2023-06-15,2023-07-01,第十二条以借款人银行账户、企业登记、主要生产经营活 动区域等为界定依据，小额贷款公司必须在批准的区域范围内开 展业务，未经自治区地方金融管理局或兵团地方金融管理局批准 不得跨地州市或师市区域开展业务。依辖经自治区地方金融管理 局或兵团地方金融管理局同意，小额贷款公司监管评价优良，注 册资本金在2亿元以上的，可以在其地州市或师市范围经营；注 册资本金在 3亿元以上的，可以在全自治区或兵团范围经营。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_27_4,policy,2025-12-31T15:20:31.980652,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
小贷公司股东股份能不能质押？有什么限制？,地方金融组织_新疆维吾尔自治区地方金融管理局,第十三条,,,第十三条法定代表人、董事、高级管理人员持有的股份， 在任职期间不得转让。除因小额贷款公司自身外部融资向第三方 提供质押或反担保质押外，股东持有的小额贷款公司股份不得质 押。 -8-,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_28_0,policy,2025-12-31T15:20:38.769461,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
小贷公司高管任职期间股份可以转让吗？,地方金融组织_新疆维吾尔自治区地方金融管理局,第十三条,,,第十三条法定代表人、董事、高级管理人员持有的股份， 在任职期间不得转让。除因小额贷款公司自身外部融资向第三方 提供质押或反担保质押外，股东持有的小额贷款公司股份不得质 押。 -8-,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_28_1,policy,2025-12-31T15:20:38.769461,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
小贷公司股东质押股份允许用于哪些情况？,地方金融组织_新疆维吾尔自治区地方金融管理局,第十三条,,,第十三条法定代表人、董事、高级管理人员持有的股份， 在任职期间不得转让。除因小额贷款公司自身外部融资向第三方 提供质押或反担保质押外，股东持有的小额贷款公司股份不得质 押。 -8-,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_28_2,policy,2025-12-31T15:20:38.769461,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
小贷公司外部融资时股东质押股份合规吗？,地方金融组织_新疆维吾尔自治区地方金融管理局,第十三条,,,第十三条法定代表人、董事、高级管理人员持有的股份， 在任职期间不得转让。除因小额贷款公司自身外部融资向第三方 提供质押或反担保质押外，股东持有的小额贷款公司股份不得质 押。 -8-,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_28_3,policy,2025-12-31T15:20:38.769461,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
小贷公司董事持股在任内能做股权转让吗？,地方金融组织_新疆维吾尔自治区地方金融管理局,第十三条,,,第十三条法定代表人、董事、高级管理人员持有的股份， 在任职期间不得转让。除因小额贷款公司自身外部融资向第三方 提供质押或反担保质押外，股东持有的小额贷款公司股份不得质 押。 -8-,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_28_4,policy,2025-12-31T15:20:38.769461,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
小额贷款公司财务会计制度要按什么要求建？,地方金融组织_新疆维吾尔自治区地方金融管理局,第十四条,,,第十四条小额贷款公司应当按照国家有关规定建立健全企 业财务会计制度，真实记录和全面反映业务活动及财务活动。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_29_0,policy,2025-12-31T15:20:42.209954,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
小贷公司记账要真实全面反映哪些内容？,地方金融组织_新疆维吾尔自治区地方金融管理局,第十四条,,,第十四条小额贷款公司应当按照国家有关规定建立健全企 业财务会计制度，真实记录和全面反映业务活动及财务活动。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_29_1,policy,2025-12-31T15:20:42.209954,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
小额贷款公司档案管理需要保管哪些资料？,地方金融组织_新疆维吾尔自治区地方金融管理局,第十五条,,,第十五条小额贷款公司应当建立健全档案管理制度。妥善 保管业务档案、业务台账、原始凭证以及会计账簿等有关资料， 应当对各类业务数据进行灾备处理。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_30_0,policy,2025-12-31T15:20:46.565320,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
小额贷款公司业务数据要做什么处理？,地方金融组织_新疆维吾尔自治区地方金融管理局,第十五条,,,第十五条小额贷款公司应当建立健全档案管理制度。妥善 保管业务档案、业务台账、原始凭证以及会计账簿等有关资料， 应当对各类业务数据进行灾备处理。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_30_1,policy,2025-12-31T15:20:46.565320,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
小额贷款公司是否需要做数据灾备？,地方金融组织_新疆维吾尔自治区地方金融管理局,第十五条,,,第十五条小额贷款公司应当建立健全档案管理制度。妥善 保管业务档案、业务台账、原始凭证以及会计账簿等有关资料， 应当对各类业务数据进行灾备处理。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_30_2,policy,2025-12-31T15:20:46.565320,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
小额贷款公司需要建立什么制度来规范信息透明？,地方金融组织_新疆维吾尔自治区地方金融管理局,第十六条,2023-06-15,2023-07-01,第十六条 小额贷款公司应建立健全信息披露制度。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_31_0,policy,2025-12-31T15:20:48.950221,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
小额贷款公司要在店里挂哪些公示牌？,地方金融组织_新疆维吾尔自治区地方金融管理局,第一条,2023-06-15,2023-07-01,（一）小额贷款应当在经营场所内醒目位置悬挂小额贷款公 司经营资质证明文件、营业执照、属地地方金融管理机构监督电 话以及严格遵守《公司法》、诚实守信、不参与非法集资、不吸 收公众存款、不违规经营等公开承诺标示牌。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_32_0,policy,2025-12-31T15:20:57.228533,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
小贷公司经营场所必须公示什么文件？,地方金融组织_新疆维吾尔自治区地方金融管理局,第一条,2023-06-15,2023-07-01,（一）小额贷款应当在经营场所内醒目位置悬挂小额贷款公 司经营资质证明文件、营业执照、属地地方金融管理机构监督电 话以及严格遵守《公司法》、诚实守信、不参与非法集资、不吸 收公众存款、不违规经营等公开承诺标示牌。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_32_1,policy,2025-12-31T15:20:57.228533,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
小贷公司要公开承诺不参与哪些行为？,地方金融组织_新疆维吾尔自治区地方金融管理局,第一条,2023-06-15,2023-07-01,（一）小额贷款应当在经营场所内醒目位置悬挂小额贷款公 司经营资质证明文件、营业执照、属地地方金融管理机构监督电 话以及严格遵守《公司法》、诚实守信、不参与非法集资、不吸 收公众存款、不违规经营等公开承诺标示牌。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_32_2,policy,2025-12-31T15:20:57.228533,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
新疆小贷公司需不需要挂监管电话？,地方金融组织_新疆维吾尔自治区地方金融管理局,第一条,2023-06-15,2023-07-01,（一）小额贷款应当在经营场所内醒目位置悬挂小额贷款公 司经营资质证明文件、营业执照、属地地方金融管理机构监督电 话以及严格遵守《公司法》、诚实守信、不参与非法集资、不吸 收公众存款、不违规经营等公开承诺标示牌。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_32_3,policy,2025-12-31T15:20:57.228533,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
小贷公司要悬挂哪些资质证明？,地方金融组织_新疆维吾尔自治区地方金融管理局,第一条,2023-06-15,2023-07-01,（一）小额贷款应当在经营场所内醒目位置悬挂小额贷款公 司经营资质证明文件、营业执照、属地地方金融管理机构监督电 话以及严格遵守《公司法》、诚实守信、不参与非法集资、不吸 收公众存款、不违规经营等公开承诺标示牌。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_32_4,policy,2025-12-31T15:20:57.228533,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
小额贷款公司贷款年化利率怎么明示？,地方金融组织_新疆维吾尔自治区地方金融管理局,第二条,2023-06-15,2023-07-01,（二）小额贷款公司应当充分履行告知义务，按照中国人民 银行利率管理相关要求明示贷款年化利率，使借款人明确了解贷 款金额、期限、利率、还款方式等内容。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_33_0,policy,2025-12-31T15:21:02.104523,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
小贷公司要告知借款人哪些贷款信息？,地方金融组织_新疆维吾尔自治区地方金融管理局,第二条,2023-06-15,2023-07-01,（二）小额贷款公司应当充分履行告知义务，按照中国人民 银行利率管理相关要求明示贷款年化利率，使借款人明确了解贷 款金额、期限、利率、还款方式等内容。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_33_1,policy,2025-12-31T15:21:02.104523,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
小贷公司按哪个规定明示年化利率？,地方金融组织_新疆维吾尔自治区地方金融管理局,第二条,2023-06-15,2023-07-01,（二）小额贷款公司应当充分履行告知义务，按照中国人民 银行利率管理相关要求明示贷款年化利率，使借款人明确了解贷 款金额、期限、利率、还款方式等内容。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_33_2,policy,2025-12-31T15:21:02.104523,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
小额贷款公司关联交易披露要求有哪些？,地方金融组织_新疆维吾尔自治区地方金融管理局,第三条,2023-08-15,2023-09-01,（三）小额贷款公司应当加强关联交易披露，在会计报表附 注中披露关联方及关联交易等信息，重大关联交易应当逐笔披 露，其他关联交易可以合并披露。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_34_0,policy,2025-12-31T15:21:09.145209,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
小贷公司重大关联交易需要怎么披露？,地方金融组织_新疆维吾尔自治区地方金融管理局,第三条_1,2023-08-15,2023-09-01,（三）小额贷款公司应当加强关联交易披露，在会计报表附 注中披露关联方及关联交易等信息，重大关联交易应当逐笔披 露，其他关联交易可以合并披露。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_34_1,policy,2025-12-31T15:21:09.145209,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
小贷公司其他关联交易可以合并披露吗？,地方金融组织_新疆维吾尔自治区地方金融管理局,第三条_2,2023-08-15,2023-09-01,（三）小额贷款公司应当加强关联交易披露，在会计报表附 注中披露关联方及关联交易等信息，重大关联交易应当逐笔披 露，其他关联交易可以合并披露。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_34_2,policy,2025-12-31T15:21:09.145209,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
小贷公司关联方信息在哪披露？,地方金融组织_新疆维吾尔自治区地方金融管理局,第三条,2023-08-15,2023-09-01,（三）小额贷款公司应当加强关联交易披露，在会计报表附 注中披露关联方及关联交易等信息，重大关联交易应当逐笔披 露，其他关联交易可以合并披露。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_34_3,policy,2025-12-31T15:21:09.145209,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
小额贷款公司要向谁披露重大事项信息？,地方金融组织_新疆维吾尔自治区地方金融管理局,第四条,2023-06-15,2023-07-01,（四）小额贷款公司应当按规定向地州市或兵团师市地方金 融管理机构披露其他重大事项等信息。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_35_0,policy,2025-12-31T15:21:11.468986,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
小贷公司对股东贷款最多能放多少？,地方金融组织_新疆维吾尔自治区地方金融管理局,第十七条,2023-08-15,2023-09-01,第十七条小额贷款公司对其股东及股东关联方的贷款余额 不得超过该股东入股金额的50%。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_36_0,policy,2025-12-31T15:21:17.884832,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
小贷公司股东关联方贷款限额怎么算？,地方金融组织_新疆维吾尔自治区地方金融管理局,第十七条,2023-08-15,2023-09-01,第十七条小额贷款公司对其股东及股东关联方的贷款余额 不得超过该股东入股金额的50%。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_36_1,policy,2025-12-31T15:21:17.884832,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
小贷公司给股东贷款不能超过入股金额的多少？,地方金融组织_新疆维吾尔自治区地方金融管理局,第十七条,2023-08-15,2023-09-01,第十七条小额贷款公司对其股东及股东关联方的贷款余额 不得超过该股东入股金额的50%。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_36_2,policy,2025-12-31T15:21:17.884832,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
小额贷款公司信贷业务要建立哪些基本制度？,地方金融组织_新疆维吾尔自治区地方金融管理局,第十八条,2023-06-15,2023-07-01,第十八条小额贷款公司应该按照审慎稳健经营原则制定符 合本公司信贷业务特点的经营规则和制度，主要包括以下方面： （一）建立贷款“三查”制度。包括贷前调查、贷时审查、 贷后检查等内容。 -9-,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_37_0,policy,2025-12-31T15:21:22.449956,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
小贷公司贷款三查制度具体包括哪些内容？,地方金融组织_新疆维吾尔自治区地方金融管理局,第十八条_1,2023-06-15,2023-07-01,第十八条小额贷款公司应该按照审慎稳健经营原则制定符 合本公司信贷业务特点的经营规则和制度，主要包括以下方面： （一）建立贷款“三查”制度。包括贷前调查、贷时审查、 贷后检查等内容。 -9-,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_37_1,policy,2025-12-31T15:21:22.449956,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
审贷分离制度要求哪些岗位职责分开？,地方金融组织_新疆维吾尔自治区地方金融管理局,第二条,2023-06-15,2023-07-01,（二）建立审贷分离制度。将贷款的调查、审查、批准职责 和权限分别划归不同人员和部门负责执行，确保贷款管理的各个 环节和岗位相互制约。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_38_0,policy,2025-12-31T15:21:26.191284,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
统一授信范围具体包括哪些内容？,地方金融组织_新疆维吾尔自治区地方金融管理局,第三条_3,2023-09-15,2023-10-01,（三）制定统一授信规则。包括统一授信范围、基本要素、 信贷准入条件、客户综合评价、最高授信额度等。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_39_0,policy,2025-12-31T15:21:34.782436,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
统一授信的基本要素有哪些？,地方金融组织_新疆维吾尔自治区地方金融管理局,第三条_3,2023-09-15,2023-10-01,（三）制定统一授信规则。包括统一授信范围、基本要素、 信贷准入条件、客户综合评价、最高授信额度等。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_39_1,policy,2025-12-31T15:21:34.782436,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
信贷准入条件在统一授信中怎么定？,地方金融组织_新疆维吾尔自治区地方金融管理局,第三条_3,2023-09-15,2023-10-01,（三）制定统一授信规则。包括统一授信范围、基本要素、 信贷准入条件、客户综合评价、最高授信额度等。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_39_2,policy,2025-12-31T15:21:34.782436,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
客户综合评价怎么纳入统一授信？,地方金融组织_新疆维吾尔自治区地方金融管理局,第三条_3,2023-09-15,2023-10-01,（三）制定统一授信规则。包括统一授信范围、基本要素、 信贷准入条件、客户综合评价、最高授信额度等。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_39_3,policy,2025-12-31T15:21:34.782436,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
最高授信额度如何确定和管理？,地方金融组织_新疆维吾尔自治区地方金融管理局,第三条_3,2023-09-15,2023-10-01,（三）制定统一授信规则。包括统一授信范围、基本要素、 信贷准入条件、客户综合评价、最高授信额度等。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_39_4,policy,2025-12-31T15:21:34.782436,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
信用贷款和担保贷款的准入标准有哪些？,地方金融组织_新疆维吾尔自治区地方金融管理局,第四条_1,2023-09-15,2023-10-01,（四）制定贷款保障规则。包括信用贷款和担保贷款的准入 标准，贷款保障的内容、保证人的偿还能力、抵（质）押物的权 属和价值以及实现抵（质）押权的可行性，贷款保障的评估和审 查标准等。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_40_0,policy,2025-12-31T15:21:45.415249,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
贷款保障内容具体包括哪些方面？,地方金融组织_新疆维吾尔自治区地方金融管理局,第四条_2,2023-09-15,2023-10-01,（四）制定贷款保障规则。包括信用贷款和担保贷款的准入 标准，贷款保障的内容、保证人的偿还能力、抵（质）押物的权 属和价值以及实现抵（质）押权的可行性，贷款保障的评估和审 查标准等。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_40_1,policy,2025-12-31T15:21:45.415249,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
评估保证人偿还能力看哪些指标？,地方金融组织_新疆维吾尔自治区地方金融管理局,第四条_3,2023-09-15,2023-10-01,（四）制定贷款保障规则。包括信用贷款和担保贷款的准入 标准，贷款保障的内容、保证人的偿还能力、抵（质）押物的权 属和价值以及实现抵（质）押权的可行性，贷款保障的评估和审 查标准等。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_40_2,policy,2025-12-31T15:21:45.415249,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
抵押物权属审查主要查什么？,地方金融组织_新疆维吾尔自治区地方金融管理局,第四条_4,2023-09-15,2023-10-01,（四）制定贷款保障规则。包括信用贷款和担保贷款的准入 标准，贷款保障的内容、保证人的偿还能力、抵（质）押物的权 属和价值以及实现抵（质）押权的可行性，贷款保障的评估和审 查标准等。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_40_3,policy,2025-12-31T15:21:45.415249,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
质押物价值评估有什么要求？,地方金融组织_新疆维吾尔自治区地方金融管理局,第四条_5,2023-09-15,2023-10-01,（四）制定贷款保障规则。包括信用贷款和担保贷款的准入 标准，贷款保障的内容、保证人的偿还能力、抵（质）押物的权 属和价值以及实现抵（质）押权的可行性，贷款保障的评估和审 查标准等。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_40_4,policy,2025-12-31T15:21:45.415249,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
实现抵押权的可行性怎么判断？,地方金融组织_新疆维吾尔自治区地方金融管理局,第四条_6,2023-09-15,2023-10-01,（四）制定贷款保障规则。包括信用贷款和担保贷款的准入 标准，贷款保障的内容、保证人的偿还能力、抵（质）押物的权 属和价值以及实现抵（质）押权的可行性，贷款保障的评估和审 查标准等。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_40_5,policy,2025-12-31T15:21:45.415249,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
贷款保障评估有哪些审查标准？,地方金融组织_新疆维吾尔自治区地方金融管理局,第四条_7,2023-09-15,2023-10-01,（四）制定贷款保障规则。包括信用贷款和担保贷款的准入 标准，贷款保障的内容、保证人的偿还能力、抵（质）押物的权 属和价值以及实现抵（质）押权的可行性，贷款保障的评估和审 查标准等。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_40_6,policy,2025-12-31T15:21:45.415249,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
逾期超过90天的贷款必须划为不良吗？,地方金融组织_新疆维吾尔自治区地方金融管理局,第五条,2023-11-15,2024-01-01,（五）建立贷款风险分类制度。准确进行资产分类，贷款风 险分类应当划分为正常、关注、次级、可疑和损失五类，后三类 合称不良贷款，逾期超过九十天的贷款应当划分为不良贷款。应 及时足额计提贷款损失准备等各种准备金，提高抵御风险能力。 资产损失准备充足率不得低于100%。小额贷款公司在经营过程 中不良贷款率超过10%，或可疑类和损失类贷款余额超过贷款余 额的5%，须尽快召开董事会或经执行董事研究处置。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_41_0,policy,2025-12-31T15:21:57.731235,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
贷款风险分类有哪五类？后三类是什么？,地方金融组织_新疆维吾尔自治区地方金融管理局,第五条,2023-11-15,2024-01-01,（五）建立贷款风险分类制度。准确进行资产分类，贷款风 险分类应当划分为正常、关注、次级、可疑和损失五类，后三类 合称不良贷款，逾期超过九十天的贷款应当划分为不良贷款。应 及时足额计提贷款损失准备等各种准备金，提高抵御风险能力。 资产损失准备充足率不得低于100%。小额贷款公司在经营过程 中不良贷款率超过10%，或可疑类和损失类贷款余额超过贷款余 额的5%，须尽快召开董事会或经执行董事研究处置。,policy_地方金融组织_新疆维吾尔自治区地方金融管理局_41_1,policy,2025-12-31T15:21:57.731235,监管政策,地方金融组织_新疆维吾尔自治区地方金融管理局.md,全国,客户经理,生效
